name,genres
Burzum,"['ambient black metal', 'atmospheric black metal', 'autonomous black metal', 'black metal', 'dungeon synth', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'tolkien metal']"
dave rodgers,[]
The Jon Spencer Blues Explosion,"['blues rock', 'garage rock', 'punk blues']"
Mike Candys,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop house', 'tropical house']"
Stroke 9,['pop rock']
Gabrielle,"['british soul', 'dance pop', 'europop', 'neo soul', 'new wave pop', 'pop rock']"
Point Of Grace,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Mustard Plug,"['grand rapids indie', 'modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Valentin Silvestrov,"['avant-garde', 'contemporary classical', 'ukrainian classical', 'ukrainian classical piano']"
Big Murph,"['country rap', 'redneck']"
Warren Hill,"['smooth jazz', 'smooth saxophone']"
Paul Leonard-Morgan,"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Kaori Muraji,"['classical guitar', 'japanese classical performance', 'japanese guitar']"
Jann Arden,"['lilith', 'pop rock']"
Totó La Momposina,"['chicha', 'cumbia', 'folclor afrocolombiano', 'latin alternative', 'porro']"
The Osborne Brothers,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass']"
Ronan Hardiman,"['celtic', 'irish dance', 'new age']"
Jean-Efflam Bavouzet,"['classical performance', 'classical piano', 'french classical piano']"
Michel Teló,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Frank Black,"['alternative pop', 'alternative rock', 'gbvfi']"
Atticus Ross,"['british soundtrack', 'soundtrack']"
Felix Da Housecat,"['acid house', 'alternative dance', 'chicago house', 'electroclash', 'electronica', 'new rave']"
Alan Wilder,[]
Kenny Chesney,"['contemporary country', 'country', 'country road']"
blink-182,"['pop punk', 'punk', 'socal pop punk']"
Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
Gwen Stefani,"['dance pop', 'europop', 'hip pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'urban contemporary']"
Nas,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
Hillsong UNITED,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
Marilyn Manson,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']"
Max Richter,"['compositional ambient', 'post-minimalism', 'soundtrack']"
Beck,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']"
Jamie Foxx,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
Brandy,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
Bone Thugs-N-Harmony,"['gangster rap', 'hip hop', 'ohio hip hop', 'pop rap', 'rap', 'southern hip hop']"
Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']"
Cake,"['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']"
Intocable,"['corrido', 'latin', 'latin pop', 'norteno', 'regional mexican', 'tejano']"
Jenni Rivera,"['banda', 'corrido', 'mariachi', 'ranchera', 'regional mexican']"
John Michael Montgomery,"['contemporary country', 'country', 'country road']"
Snow Patrol,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']"
Spa,['sleep']
Fugees,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap']"
Hootie & The Blowfish,"['mellow gold', 'neo mellow', 'pop rock']"
Bush,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']"
Raekwon,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Bow Wow,"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Everclear,"['alternative metal', 'alternative rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
The Wiggles,"[""australian children's music"", ""children's music""]"
Collective Soul,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
Elliott Smith,"['alternative rock', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'singer-songwriter']"
P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
Liquid Mind,"['ambient', 'atmosphere', 'healing', 'meditation', 'new age', 'sleep']"
Aaliyah,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
Fred Mollin,"['calming instrumental', ""children's music"", 'movie tunes']"
Chris Lake,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']"
Jason Weaver,['movie tunes']
Michael Franti & Spearhead,['reggae fusion']
Syleena Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Frank Reyes,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
In Flames,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish death metal', 'swedish metal']"
The LOX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Luniz,"['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']"
Ana Bárbara,"['grupera', 'latin', 'mexican pop', 'regional mexican']"
Jauz,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'pop dance']"
Case,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']"
Gabry Ponte,"['eurodance', 'italo dance']"
Third Day,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Joy Williams,"['acoustic pop', 'christian indie', 'indie folk', 'nashville americana', 'nashville singer-songwriter', 'new americana']"
Vagon Chicano,"['corrido', 'norteno', 'regional mexican']"
Patrulla 81,"['corrido', 'duranguense', 'regional mexican']"
Ernie Sabella,"['disney', 'movie tunes']"
Madchild,"['canadian hip hop', 'rap rock']"
Rusted Root,"['jam band', 'pittsburgh rock']"
RZA,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']"
Soul For Real,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Machine Head,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'melodic metalcore', 'metal', 'nu metal', 'progressive groove metal', 'rap rock', 'rock']"
Baby Rasta,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
MJG,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']"
The Cardigans,"['dance pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']"
Pendulum,"['australian dance', 'drum and bass', 'edm', 'uk dnb']"
Mack 10,"['chicano rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap', 'west coast trap']"
Tarrus Riley,"['dancehall', 'jawaiian', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']"
InfaRed,[]
Silverchair,"['alternative metal', 'alternative rock', 'australian alternative rock', 'australian psych', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
Susan Egan,"['broadway', 'hollywood', 'movie tunes', 'show tunes']"
Talent,[]
Yoga,['sleep']
Powerman 5000,"['alternative metal', 'funk metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']"
Sister Hazel,"['acoustic pop', 'neo mellow', 'pop rock']"
Pedro Fernández,"['latin', 'mariachi', 'ranchera', 'regional mexican']"
AZ,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Ladron,"['cumbia sonidera', 'grupera', 'gruperas inmortales']"
Masatoshi Ono,[]
Andrew Peterson,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'worship']"
Our Lady Peace,"['alternative metal', 'alternative rock', 'canadian rock', 'modern rock', 'pop rock', 'post-grunge', 'rock', 'wrestling']"
Inspectah Deck,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Jim Cummings,"[""children's music"", 'disney', 'movie tunes']"
Laura Williams,['movie tunes']
Hard Target,"['country rap', 'redneck']"
El Poder Del Norte,"['corrido', 'norteno', 'regional mexican']"
Sizzla,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae']"
Mägo de Oz,"['celtic metal', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']"
The Bouncing Souls,"['melodic hardcore', 'new jersey hardcore', 'new jersey punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Zhané,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Goodie Mob,"['atl hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'southern hip hop']"
Chris Botti,"['adult standards', 'jazz trumpet', 'smooth jazz', 'vocal jazz']"
Ezequiel Peña,"['mariachi', 'ranchera', 'regional mexican']"
Grits,['christian hip hop']
Baby Rasta & Gringo,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'trap latino', 'tropical']"
Nothing,"['american shoegaze', 'dreamgaze', 'indie punk', 'nu gaze', 'philly indie', 'shoegaze']"
moe.,"['jam band', 'ny roots', 'progressive bluegrass']"
Wax Motif,"['bass house', 'electro house', 'house']"
Carmen Twillie,"['disney', 'movie tunes']"
Buckethead,"['funk metal', 'instrumental rock', 'neo classical metal', 'shred']"
Conjunto Atardecer,"['corrido', 'duranguense', 'norteno-sax', 'regional mexican']"
The Versions,['scorecore']
C-Murder,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop', 'wrestling']"
MxPx,"['christian punk', 'emo', 'pop punk', 'punk', 'ska punk', 'skate punk']"
BlackHawk,"['country', 'country road', 'country rock']"
Kristle Edwards,[]
O.G.L.B.,[]
Los Cafres,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']"
John Frusciante,"['acoustic rock', 'alternative rock', 'blues rock', 'rock']"
Aurelio Voltaire,"['comic', 'dark cabaret', 'otacore', 'steampunk']"
La Bouche,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']"
Stan Whitmire,"['calming instrumental', 'christian relaxative', 'classify']"
Sponge,"['alternative rock', 'grunge', 'pop rock', 'post-grunge']"
Blackalicious,"['alternative hip hop', 'hip hop', 'turntablism']"
Keller Williams,"['jam band', 'jamgrass', 'progressive bluegrass']"
Rednex,"['bubblegum dance', 'eurodance', 'europop', 'hip house', 'swedish country']"
Liran' Roll,"['rock en espanol', 'rock urbano mexicano']"
Destructo,"['bass house', 'electro house', 'electronic trap']"
Travis,"['britpop', 'modern rock', 'neo mellow', 'pop rock', 'rock']"
Jars Of Clay,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Terror Squad,"['bronx hip hop', 'hardcore hip hop']"
Carl Carlton,[]
Big Scoob,"['country rap', 'kansas city hip hop', 'rap rock']"
Eddy Herrera,"['dominican pop', 'latin', 'tropical']"
Brain,[]
Behemoth,"['black metal', 'death metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']"
Millencolin,"['melodic hardcore', 'pop punk', 'punk', 'skate punk']"
LSG,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Cradle Of Filth,"['alternative metal', 'black metal', 'british black metal', 'gothic black metal', 'gothic metal', 'metal', 'nu metal', 'symphonic black metal']"
Don Chezina,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'tropical']"
BT,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Celly Cel,"['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Stabbing Westward,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal']"
Old 97's,"['alternative country', 'alternative rock', 'country rock', 'dallas indie', 'folk', 'indie folk', 'new americana', 'power pop', 'roots rock', 'stomp and holler']"
Corona,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']"
Michael Park,[]
WC,"['gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap', 'west coast trap']"
Fey,"['dance pop', 'indietronica', 'latin', 'latin pop', 'mexican pop', 'rock en espanol']"
Dishwalla,"['pop rock', 'post-grunge']"
Refused,"['hardcore punk', 'post-hardcore', 'swedish hardcore', 'swedish post-hardcore', 'vegan straight edge']"
C-Bo,"['dirty south rap', 'g funk', 'gangster rap', 'hyphy', 'sacramento hip hop', 'west coast rap', 'west coast trap']"
Todd Snider,"['alternative country', 'country rock', 'folk', 'indie folk', 'nashville singer-songwriter', 'new americana', 'roots rock', 'texas country', 'traditional folk']"
Sabino,"['guadalajara indie', 'latin hip hop', 'mexican hip hop']"
Veruca Salt,"['alternative pop', 'alternative rock', 'grunge', 'lilith', 'riot grrrl']"
Songs: Ohia,"['alternative country', 'alternative rock', 'anti-folk', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'roots rock', 'slowcore', 'stomp and holler']"
Papoose,"['battle rap', 'hardcore hip hop', 'hip hop']"
Unwritten Law,"['pop punk', 'punk', 'skate punk']"
Scooter,"['eurodance', 'europop', 'german techno', 'hamburg electronic', 'happy hardcore']"
Storm,[]
Paul van Dyk,"['german techno', 'progressive house', 'trance', 'uplifting trance']"
Silver Jews,"['alternative country', 'alternative rock', 'anti-folk', 'freak folk', 'gbvfi', 'indie folk', 'indie rock', 'lo-fi']"
Banda Toro,"['banda', 'tecnobanda']"
Whoopi Goldberg,[]
Thug Life,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Monica Naranjo,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']"
Yoshiki,[]
Scatman John,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
Kabah,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'rock en espanol']"
Electric Wizard,"['doom metal', 'drone metal', 'psychedelic doom', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock', 'uk doom metal']"
San Quinn,"['cali rap', 'hyphy', 'west coast trap']"
Sunny Day Real Estate,"['alternative rock', 'emo', 'emo punk', 'indie rock', 'midwest emo', 'post-hardcore', 'screamo']"
Paul Simonon,[]
Los Reyes Del Camino,"['grupera', 'regional mexican', 'tejano']"
Robert Randolph,"['jam band', 'sacred steel', 'steel guitar']"
69 Boyz,['miami bass']
St Germain,"['downtempo', 'electronica', 'jazztronica', 'nu jazz']"
Bruno & Marrone,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Soul Coughing,['alternative rock']
Keali'i Reichel,"['hawaiian', 'jawaiian', 'tahitian']"
Mark Mothersbaugh,['soundtrack']
Big Bad Voodoo Daddy,"['electro swing', 'nu jazz', 'swing', 'swing revival']"
Dimmu Borgir,"['black metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal']"
Dru Down,"['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap', 'west coast trap']"
Smif-N-Wessun,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
Sara Groves,"['christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'worship']"
Draco Rosa,"['latin pop', 'latin rock', 'rock en espanol']"
Rosie O'Donnell,[]
Low,"['alternative rock', 'art pop', 'chamber psych', 'dream pop', 'duluth indie', 'freak folk', 'indie rock', 'melancholia', 'slowcore']"
Billy Porter,"['broadway', 'hollywood', 'show tunes']"
Namie Amuro,"['j-pop', 'okinawan pop']"
SHY FX,"['bass house', 'drum and bass', 'house', 'jungle', 'uk alternative hip hop', 'uk dnb']"
Tab Benoit,"['blues', 'blues rock', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'modern blues rock', 'modern funk', 'new orleans blues', 'swamp blues']"
Conjunto Amanecer,"['deep norteno', 'duranguense', 'norteno-sax', 'regional mexican']"
Grey Daze,['post-grunge']
King Floyd,"['classic soul', 'soul', 'southern soul']"
David Garrett,"['bow pop', 'classify', 'pop violin']"
Heaven Shall Burn,"['german metalcore', 'melodic death metal', 'melodic metalcore', 'metalcore']"
Arjun,"['desi pop', 'punjabi pop']"
Letters To Cleo,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']"
Jason Nevins,[]
Gillette,[]
The Brian Setzer Orchestra,"['heartland rock', 'rockabilly', 'swing']"
Mr. Knightowl,"['chicano rap', 'latin hip hop', 'san diego rap']"
Rebecca St. James,"['ccm', 'christelijk', 'christian alternative rock', 'christian music', 'worship']"
G. V. Prakash,"['deep indian pop', 'filmi', 'tamil pop']"
Peven Everett,"['broken beat', 'chicago house', 'deep house', 'neo soul']"
20 Fingers,"['eurodance', 'hip house']"
Davies,[]
Armik,['rumba']
Kut Klose,"['girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']"
Los Hermanos Martinez de El Salvador,['musica cristiana guatemalteca']
Jorge Alfano,[]
Cantus,['norwegian choir']
Laura Leon,[]
Nino Brown,['chicano rap']
Lil Wil,['southern hip hop']
Arty Skye,[]
O.C.,"['alternative hip hop', 'boom bap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
Louis Landon,"['classify', 'neo-classical', 'new age', 'new age piano', 'piano cover']"
Jeff Danna,"['canadian soundtrack', 'soundtrack']"
Slaid Cleaves,"['alternative country', 'austin americana', 'austin singer-songwriter', 'folk', 'new americana', 'roots americana', 'roots rock', 'texas country', 'traditional folk']"
White Town,['derby indie']
Sam Smith,"['pop', 'uk pop']"
Diplo,"['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']"
Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'trance', 'tropical house']"
